hrs,year,getahead,class,health,sex,educ,racehisp
40,2016,Hard work,Middle class,Good,Male,16,White
25,2016,Luck or help,Middle class,Excellent,Female,18,White
,2016,Both equally,Middle class,Excellent,Female,16,White
64,2016,Hard work,Working class,Good,Male,12,White
,2016,Hard work,Working class,Good,Male,12,White
40,2016,Hard work,Middle class,Good,Male,18,White
,2016,Hard work,Lower class,Fair,Male,12,White
,2016,Both equally,Working class,Good,Female,12,White
40,2016,Hard work,Lower class,Good,Female,15,Black
40,2016,Both equally,Working class,Fair,Male,12,Black
32,2016,Hard work,Working class,Excellent,Female,16,White
,2016,Luck or help,Middle class,Good,Male,8,Black
,2016,Hard work,Middle class,Good,Female,12,White
15,2016,Luck or help,Lower class,Excellent,Female,12,White
,2016,Hard work,Working class,Good,Male,11,White
,2016,Hard work,Lower class,Good,Female,12,White
56,2016,Hard work,Middle class,Fair,Male,17,White
40,2016,Hard work,Middle class,Fair,Male,18,Other
48,2016,Hard work,Working class,Fair,Male,13,Black
,2016,Hard work,Lower class,Fair,Male,12,Other
60,2016,Hard work,Middle class,Good,Female,16,Other
,2016,Hard work,Working class,Good,Male,14,White
35,2016,Luck or help,Middle class,Good,Female,16,White
40,2016,Hard work,Working class,Good,Female,15,White
40,2016,Hard work,Middle class,Excellent,Male,18,White
45,2016,Hard work,Middle class,Good,Female,16,White
,2016,Hard work,Lower class,Fair,Male,9,White
,2016,Hard work,Middle class,Fair,Female,13,White
,2016,Hard work,Middle class,Good,Female,17,White
40,2016,Hard work,Middle class,Good,Male,17,White
40,2016,Hard work,Middle class,Good,Male,16,White
45,2016,Hard work,Working class,Good,Female,15,White
40,2016,Hard work,Middle class,Fair,Female,16,Other
,2016,Luck or help,Middle class,Good,Male,20,White
40,2016,Both equally,Middle class,Good,Female,14,White
55,2016,Hard work,Upper class,Good,Male,16,White
38,2016,Both equally,Working class,Fair,Female,14,Hispanic
,2016,Luck or help,Working class,Good,Female,15,White
,2016,Hard work,Working class,Excellent,Female,20,Black
,2016,Hard work,,Good,Female,12,White
60,2016,Hard work,Working class,Fair,Female,16,White
65,2016,Hard work,Working class,Good,Male,13,Other
34,2016,Hard work,Working class,Fair,Female,13,White
,2016,Hard work,Middle class,Good,Female,11,White
45,2016,Hard work,Middle class,Good,Male,12,White
,2016,Hard work,Working class,Poor,Female,10,White
33,2016,Hard work,Middle class,Excellent,Female,13,White
70,2016,Hard work,Middle class,Good,Female,12,Hispanic
32,2016,Hard work,Working class,Good,Female,13,Hispanic
,2016,Hard work,Working class,Good,Female,14,Hispanic
40,2016,Hard work,Working class,Excellent,Female,18,White
45,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Middle class,Good,Male,17,White
,2016,Luck or help,Middle class,Fair,Female,12,White
89,2016,Hard work,Working class,Good,Male,12,White
40,2016,Hard work,Middle class,Good,Female,14,White
50,2016,Hard work,Middle class,Good,Male,12,White
55,2016,Hard work,Middle class,Excellent,Female,13,Hispanic
,2016,Hard work,Working class,Good,Female,12,Hispanic
,2016,Hard work,Middle class,Good,Female,9,Hispanic
50,2016,Hard work,Working class,Fair,Male,12,Hispanic
,2016,Hard work,Working class,Poor,Male,9,Hispanic
,2016,Hard work,Working class,Fair,Female,13,White
48,2016,Hard work,Working class,Excellent,Male,12,Hispanic
45,2016,Both equally,Middle class,Good,Female,17,White
40,2016,Hard work,Working class,Excellent,Female,18,White
50,2016,Both equally,Working class,Excellent,Female,17,White
50,2016,Hard work,Working class,Excellent,Male,17,Black
,2016,Both equally,Middle class,Excellent,Female,16,White
10,2016,Hard work,Lower class,Fair,Male,13,Other
,2016,Hard work,Middle class,Fair,Male,12,Other
40,2016,Hard work,Working class,Good,Male,14,Other
40,2016,Hard work,Working class,Good,Female,14,Hispanic
37,2016,Luck or help,Lower class,Fair,Female,13,Other
,2016,Hard work,Middle class,Excellent,Female,12,Black
70,2016,Luck or help,Middle class,Excellent,Female,16,White
60,2016,Hard work,Working class,Good,Female,14,Black
,2016,Hard work,Working class,Good,Female,12,Black
22,2016,Hard work,Working class,Poor,Female,12,Black
,2016,Both equally,Lower class,Excellent,Male,12,Black
,2016,Luck or help,Lower class,Good,Female,12,Black
40,2016,Both equally,Working class,Good,Male,12,Black
7,2016,Luck or help,Working class,Excellent,Female,12,White
,2016,Hard work,Working class,Fair,Male,12,White
36,2016,Hard work,Middle class,Good,Male,16,White
52,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Luck or help,Working class,Excellent,Male,15,White
,2016,Hard work,Lower class,Fair,Male,10,White
,2016,Hard work,Working class,Fair,Male,12,Black
8,2016,Both equally,Working class,Excellent,Male,13,Hispanic
60,2016,Both equally,Working class,Good,Female,14,White
30,2016,Hard work,Working class,Good,Male,16,White
,2016,Hard work,Middle class,Good,Female,12,White
40,2016,Hard work,Middle class,Good,Female,12,White
40,2016,Hard work,Working class,Excellent,Female,19,Hispanic
,2016,Luck or help,Lower class,Poor,Male,12,White
50,2016,Hard work,Middle class,Good,Female,13,White
,2016,Hard work,Lower class,Excellent,Male,13,Hispanic
40,2016,Both equally,Working class,Good,Female,16,Hispanic
,2016,Hard work,Middle class,Fair,Male,14,White
,2016,Hard work,Working class,Excellent,Male,12,Hispanic
,2016,Hard work,Working class,Fair,Male,6,Hispanic
40,2016,Hard work,Working class,Good,Female,11,Hispanic
40,2016,Hard work,Middle class,Fair,Female,12,Hispanic
,2016,Hard work,Middle class,Good,Female,16,Other
35,2016,Luck or help,Upper class,Excellent,Female,17,White
,2016,Hard work,Working class,Excellent,Female,12,White
40,2016,Hard work,Working class,Fair,Male,8,Hispanic
,2016,Hard work,Middle class,Good,Male,12,White
40,2016,Hard work,Middle class,Good,Male,14,Hispanic
,2016,Luck or help,Working class,Good,Male,16,White
5,2016,Hard work,Middle class,Good,Female,20,White
,2016,Hard work,Middle class,Good,Female,18,Black
8,2016,Hard work,Working class,Good,Female,17,White
50,2016,Hard work,Working class,Excellent,Female,11,White
,2016,Both equally,Lower class,Excellent,Female,16,Black
35,2016,Hard work,Working class,Fair,Male,12,White
,2016,Both equally,Working class,Fair,Female,12,Hispanic
70,2016,Hard work,Middle class,Excellent,Female,12,White
40,2016,Hard work,Working class,Excellent,Male,12,Black
55,2016,Luck or help,Middle class,Good,Male,18,White
40,2016,Hard work,Lower class,Fair,Male,14,White
37,2016,Hard work,Middle class,Excellent,Male,17,White
,2016,Luck or help,Middle class,Fair,Male,18,White
46,2016,Hard work,Working class,Good,Female,16,White
44,2016,Hard work,Middle class,Excellent,Male,20,White
40,2016,Hard work,Working class,Good,Male,16,White
40,2016,Luck or help,Middle class,Good,Female,17,White
70,2016,Luck or help,Middle class,Good,Male,19,White
30,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Hard work,Middle class,Fair,Female,20,White
50,2016,Luck or help,Working class,Excellent,Male,12,White
38,2016,Hard work,Middle class,Good,Female,12,White
43,2016,Hard work,Middle class,Good,Female,16,White
52,2016,Hard work,Working class,Good,Female,14,White
40,2016,Luck or help,Middle class,Excellent,Male,16,White
,2016,Hard work,Middle class,Fair,Male,16,White
60,2016,Both equally,Middle class,Good,Female,16,White
,2016,Luck or help,Working class,Excellent,Female,12,White
30,2016,Luck or help,Middle class,Fair,Male,17,White
,2016,Hard work,Working class,Excellent,Female,13,White
,2016,Luck or help,Middle class,Good,Male,16,White
40,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Hard work,Working class,Good,Male,14,White
48,2016,Hard work,Middle class,Good,Male,12,Black
60,2016,Hard work,Working class,Fair,Female,12,Black
32,2016,Hard work,Working class,Fair,Female,12,Black
,2016,Hard work,Lower class,Fair,Male,12,Hispanic
,2016,Luck or help,Working class,Good,Male,14,White
,2016,Luck or help,Lower class,Fair,Male,9,Black
,2016,Luck or help,Lower class,Good,Male,15,Black
32,2016,Hard work,Working class,Fair,Female,13,White
45,2016,Hard work,Working class,Fair,Female,14,Black
40,2016,Both equally,Working class,Good,Male,13,White
47,2016,Hard work,Middle class,Good,Female,12,White
45,2016,Luck or help,Middle class,Excellent,Male,16,White
55,2016,Both equally,Middle class,Excellent,Male,16,White
,2016,Luck or help,Lower class,Fair,Male,12,Black
,2016,Hard work,Working class,Good,Male,10,Black
40,2016,Hard work,Working class,Good,Female,13,Black
40,2016,Hard work,Working class,Good,Male,14,Black
38,2016,Hard work,Working class,Good,Female,16,White
,2016,Hard work,Middle class,Excellent,Male,16,White
,2016,Luck or help,Middle class,Excellent,Male,12,White
,2016,Hard work,Middle class,Fair,Male,9,White
40,2016,Luck or help,Working class,Good,Female,8,White
60,2016,Hard work,Middle class,Good,Male,13,White
70,2016,Hard work,Lower class,Good,Female,18,White
,2016,Hard work,Middle class,Good,Female,20,White
40,2016,Hard work,Working class,Excellent,Female,11,White
40,2016,Both equally,Middle class,Good,Female,12,White
40,2016,Hard work,Working class,Fair,Female,14,Black
55,2016,Luck or help,Working class,Good,Male,12,White
,2016,Both equally,Working class,Excellent,Female,19,White
32,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Middle class,Good,Male,12,White
,2016,Luck or help,Middle class,Good,Male,12,White
45,2016,Hard work,Middle class,Good,Female,13,White
,2016,Hard work,Working class,Good,Female,8,Other
50,2016,Hard work,Middle class,Poor,Male,12,White
,2016,Both equally,Middle class,Excellent,Female,16,White
,2016,Hard work,Working class,Fair,Male,12,White
,2016,Hard work,Working class,Fair,Female,14,White
8,2016,Hard work,Middle class,Excellent,Female,18,White
,2016,Hard work,Middle class,Good,Male,13,White
40,2016,Luck or help,Middle class,Good,Female,16,White
,2016,Hard work,Middle class,Good,Female,16,White
,2016,Hard work,Middle class,Excellent,Male,18,White
,2016,Hard work,Middle class,Fair,Female,15,White
30,2016,Hard work,Upper class,Good,Male,14,White
50,2016,Both equally,Middle class,Good,Female,20,White
,2016,Hard work,Working class,Good,Male,12,Black
15,2016,Both equally,Middle class,Good,Female,11,Black
,2016,Hard work,Middle class,Excellent,Male,,Black
60,2016,Hard work,Middle class,Good,Male,16,White
84,2016,Hard work,Middle class,Fair,Male,14,Black
60,2016,Both equally,Working class,Excellent,Male,13,Hispanic
,2016,Hard work,Working class,Fair,Male,14,Black
40,2016,Hard work,Working class,Fair,Male,12,White
45,2016,Hard work,Working class,Excellent,Male,16,Other
50,2016,Hard work,Middle class,Fair,Female,16,White
30,2016,Hard work,Middle class,Good,Female,11,White
,2016,Both equally,Working class,Excellent,Male,14,White
42,2016,Hard work,Working class,Good,Female,9,Hispanic
6,2016,Hard work,Working class,Good,Female,10,White
40,2016,Hard work,Middle class,Excellent,Male,10,Hispanic
60,2016,Hard work,Working class,Excellent,Female,17,Hispanic
40,2016,Hard work,Working class,Fair,Female,12,White
46,2016,Hard work,Working class,Good,Male,13,Other
,2016,Hard work,Working class,Fair,Male,7,White
,2016,Hard work,Middle class,Good,Male,12,Black
68,2016,Hard work,Working class,Poor,Female,12,Black
38,2016,Hard work,Working class,Fair,Female,12,Hispanic
43,2016,Hard work,Working class,Good,Female,14,White
,2016,Hard work,Working class,Poor,Male,12,White
60,2016,Luck or help,Working class,Good,Male,16,White
70,2016,Hard work,Working class,Excellent,Male,12,Black
50,2016,Hard work,Middle class,Excellent,Male,20,White
,2016,Hard work,Lower class,Good,Male,12,White
40,2016,Hard work,Middle class,Good,Female,16,White
60,2016,Hard work,Middle class,Good,Male,16,White
42,2016,Hard work,Working class,Good,Male,7,Hispanic
45,2016,Hard work,Middle class,Excellent,Female,19,White
,2016,Hard work,Working class,Fair,Male,11,White
,2016,Hard work,Middle class,Poor,Female,16,White
37,2016,Hard work,Working class,Excellent,Female,13,White
,2016,Both equally,,Fair,Female,17,White
4,2016,Hard work,Middle class,Good,Male,11,White
,2016,Hard work,Middle class,Excellent,Male,14,Other
,2016,Hard work,Middle class,Good,Female,12,Other
,2016,Hard work,Working class,Excellent,Female,6,Hispanic
,2016,Hard work,Working class,Fair,Female,12,Other
,2016,Hard work,Middle class,Excellent,Female,18,Other
,2016,Hard work,Working class,Good,Male,6,Hispanic
40,2016,Hard work,Middle class,Good,Male,15,White
,2016,Hard work,Middle class,Good,Female,15,White
45,2016,Hard work,Working class,Good,Female,15,Hispanic
,2016,Hard work,Working class,Good,Male,12,White
1,2016,Both equally,Middle class,Fair,Male,15,White
60,2016,Hard work,Working class,Good,Male,12,Hispanic
63,2016,Hard work,Working class,Fair,Male,12,White
50,2016,Luck or help,Middle class,Fair,Male,20,White
40,2016,Luck or help,Middle class,Fair,Male,16,White
28,2016,Luck or help,Working class,Good,Male,16,Hispanic
,2016,Luck or help,Working class,Good,Female,11,White
40,2016,Luck or help,Working class,Good,Male,16,White
16,2016,Hard work,Middle class,Fair,Female,16,Other
,2016,Luck or help,Working class,Fair,Female,16,White
,2016,Hard work,Middle class,Excellent,Male,17,White
,2016,Hard work,Working class,Poor,Male,7,Other
10,2016,Both equally,Middle class,Excellent,Female,18,White
53,2016,Hard work,Middle class,Good,Male,12,White
,2016,Hard work,Middle class,Good,Male,16,White
,2016,Luck or help,Working class,Good,Male,14,Black
,2016,Hard work,Middle class,Good,Female,13,Black
,2016,Both equally,Middle class,Fair,Female,12,White
55,2016,Hard work,Middle class,Excellent,Female,19,White
40,2016,Hard work,Working class,Excellent,Female,12,White
20,2016,Both equally,Working class,Fair,Female,17,Other
41,2016,Luck or help,Working class,Good,Female,14,White
30,2016,Hard work,Working class,Good,Female,12,White
,2016,Luck or help,Middle class,Good,Male,14,White
50,2016,Hard work,Middle class,Good,Female,16,White
,2016,Hard work,Working class,Fair,Male,9,White
35,2016,Hard work,Working class,Good,Female,12,White
40,2016,Hard work,Working class,Good,Male,12,White
40,2016,Hard work,Middle class,Excellent,Female,16,White
40,2016,Hard work,Middle class,Good,Male,14,White
15,2016,Both equally,Middle class,Fair,Female,13,White
40,2016,Luck or help,Middle class,Excellent,Male,16,White
,2016,Luck or help,Middle class,Excellent,Female,16,White
50,2016,Hard work,Middle class,Good,Male,20,White
40,2016,Hard work,Middle class,Good,Male,16,Other
40,2016,Both equally,Working class,Good,Female,16,Black
32,2016,Luck or help,Working class,Good,Female,16,Other
60,2016,Hard work,Lower class,Good,Male,12,Black
55,2016,Both equally,Working class,Excellent,Male,20,White
,2016,Hard work,Middle class,Good,Female,19,Black
57,2016,Luck or help,Middle class,Good,Male,10,Other
40,2016,Both equally,Working class,Good,Male,11,Hispanic
,2016,Hard work,Working class,Fair,Male,16,White
70,2016,Hard work,Working class,Fair,Male,12,White
,2016,Hard work,Lower class,,Female,12,White
,2016,Both equally,Working class,Poor,Female,12,White
40,2016,Hard work,Working class,Good,Male,14,White
16,2016,Hard work,Working class,Good,Female,12,White
35,2016,Hard work,Working class,Fair,Female,14,White
,2016,Both equally,Middle class,Fair,Male,16,White
40,2016,Luck or help,Working class,Good,Male,12,White
70,2016,Hard work,Lower class,Poor,Female,11,White
,2016,Hard work,Lower class,Fair,Female,8,White
70,2016,Hard work,Working class,Good,Male,16,White
,2016,Luck or help,Middle class,Poor,Male,13,White
40,2016,Hard work,Working class,Fair,Female,11,White
,2016,Hard work,Working class,Fair,Female,8,Hispanic
,2016,Hard work,Working class,Good,Female,14,White
,2016,Luck or help,Lower class,Poor,Female,12,White
54,2016,Hard work,Working class,Good,Female,12,White
,2016,Both equally,Lower class,Good,Male,12,White
50,2016,Hard work,Working class,Good,Female,16,White
40,2016,Hard work,Middle class,Good,Female,12,White
,2016,Hard work,Working class,Fair,Male,14,Black
,2016,Hard work,Middle class,Good,Female,13,Black
60,2016,Hard work,Middle class,Good,Male,13,Black
,2016,Luck or help,Middle class,Excellent,Male,14,Black
30,2016,Hard work,Lower class,Good,Female,11,Black
,2016,Hard work,Lower class,Good,Female,12,Black
54,2016,Hard work,Working class,Good,Female,13,Black
,2016,Hard work,Middle class,Good,Female,16,White
25,2016,Both equally,Working class,Good,Female,14,Hispanic
18,2016,Hard work,Working class,Excellent,Female,12,Hispanic
,2016,Both equally,Lower class,Fair,Male,13,Hispanic
,2016,Hard work,Lower class,Fair,Male,14,Other
40,2016,Hard work,Working class,Good,Female,9,Hispanic
9,2016,Hard work,Lower class,Fair,Male,14,Hispanic
,2016,Hard work,Lower class,Poor,Female,6,Hispanic
28,2016,Luck or help,Working class,Excellent,Male,9,Hispanic
36,2016,Hard work,Lower class,Fair,Male,9,White
18,2016,Hard work,Middle class,Fair,Male,14,Hispanic
42,2016,Hard work,Middle class,Good,Female,12,Hispanic
,2016,Hard work,Working class,Good,Male,16,White
,2016,Hard work,Lower class,Good,Female,12,White
,2016,Hard work,Working class,Good,Female,16,White
40,2016,Hard work,Working class,Excellent,Female,12,White
50,2016,Hard work,Middle class,Excellent,Male,16,White
40,2016,Both equally,Middle class,Good,Female,17,White
,2016,Hard work,Middle class,Fair,Female,12,White
,2016,Both equally,Middle class,Good,Male,16,White
40,2016,Hard work,Working class,Good,Male,16,Other
40,2016,Both equally,Working class,Good,Female,16,White
,2016,Luck or help,Working class,Good,Male,18,Black
50,2016,Luck or help,Working class,Good,Female,19,Black
10,2016,Both equally,Middle class,Excellent,Male,14,Black
,2016,Both equally,Middle class,Fair,Male,16,White
,2016,Hard work,Middle class,Good,Female,19,White
,2016,Hard work,Middle class,Poor,Male,20,White
,2016,Luck or help,Working class,Fair,Female,10,White
50,2016,Hard work,Middle class,Good,Male,12,White
30,2016,Hard work,Working class,Good,Male,13,White
50,2016,Both equally,Middle class,Good,Male,16,White
42,2016,Both equally,Working class,Good,Female,16,White
40,2016,Hard work,Middle class,Good,Male,16,White
40,2016,Both equally,Middle class,Good,Male,17,White
,2016,Hard work,Middle class,Fair,Male,10,White
62,2016,Hard work,Middle class,Excellent,Male,16,White
40,2016,Hard work,Working class,Good,Male,12,White
,2016,Hard work,Middle class,Excellent,Female,15,White
,2016,Hard work,Working class,Good,Male,14,White
,2016,Both equally,Working class,Good,Male,12,White
,2016,Hard work,Middle class,Excellent,Female,12,White
,2016,Luck or help,Working class,Good,Female,9,White
50,2016,Hard work,Working class,Good,Male,16,White
40,2016,Luck or help,Working class,Excellent,Male,13,Black
,2016,Hard work,Lower class,Poor,Female,8,Black
,2016,Hard work,Working class,Poor,Female,10,Other
,2016,Luck or help,Working class,Fair,Female,12,White
,2016,Hard work,Lower class,Good,Male,15,Black
45,2016,Hard work,Working class,Fair,Female,12,Black
50,2016,Both equally,Working class,Fair,Female,17,White
,2016,Hard work,Middle class,Excellent,Male,14,White
,2016,Hard work,Middle class,Excellent,Male,16,White
40,2016,Hard work,Working class,Poor,Female,16,White
30,2016,Both equally,Middle class,Good,Male,17,White
15,2016,Hard work,Middle class,Fair,Female,13,White
,2016,Both equally,Middle class,Excellent,Male,14,White
25,2016,Hard work,,Excellent,Male,14,White
70,2016,Both equally,Middle class,Good,Male,16,White
50,2016,Hard work,Working class,Good,Female,12,White
65,2016,Hard work,Working class,Fair,Male,12,White
48,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Middle class,Good,Female,18,White
,2016,Hard work,Middle class,Good,Male,20,White
,2016,Hard work,Middle class,Excellent,Male,13,White
20,2016,Hard work,Lower class,Poor,Female,13,White
20,2016,Hard work,Working class,Poor,Female,13,White
,2016,Hard work,Lower class,Good,Female,11,Hispanic
40,2016,Hard work,Working class,Good,Male,16,Hispanic
20,2016,Hard work,Working class,Good,Female,15,Black
50,2016,Luck or help,Middle class,Good,Female,14,White
,2016,Hard work,Lower class,Good,Female,12,Black
60,2016,Luck or help,Working class,Fair,Male,14,Hispanic
86,2016,Hard work,Working class,Poor,Male,15,White
,2016,Hard work,Working class,Poor,Female,12,White
36,2016,Hard work,Working class,Good,Male,6,Hispanic
52,2016,Hard work,Working class,Good,Male,8,Hispanic
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Hard work,Lower class,Poor,Female,9,Hispanic
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Hard work,Middle class,Excellent,Male,14,White
,2016,Luck or help,Middle class,Fair,Female,12,White
,2016,Hard work,Middle class,Good,Female,11,White
,2016,Both equally,Middle class,Poor,Male,14,White
36,2016,Hard work,Middle class,Good,Female,12,White
24,2016,Hard work,Working class,Good,Female,12,White
,2016,Luck or help,Middle class,Fair,Male,12,White
20,2016,Hard work,Middle class,Good,Female,15,White
40,2016,Hard work,Working class,Excellent,Male,14,White
38,2016,Both equally,Middle class,Good,Male,18,White
40,2016,Hard work,Working class,Fair,Male,9,White
40,2016,Both equally,Working class,Poor,Male,1,White
40,2016,Both equally,Working class,Fair,Male,13,White
48,2016,Both equally,Middle class,Good,Male,12,White
,2016,Hard work,Middle class,Fair,Male,18,White
,2016,Luck or help,Middle class,Good,Male,17,White
,2016,Both equally,Middle class,Excellent,Female,16,White
40,2016,Hard work,Middle class,Excellent,Male,16,White
32,2016,Hard work,Middle class,Excellent,Female,18,White
60,2016,Hard work,Middle class,Good,Female,12,White
20,2016,Hard work,Middle class,Good,Female,14,White
,2016,Hard work,Middle class,Good,Female,16,White
,2016,Both equally,Middle class,Good,Female,17,White
,2016,Both equally,Working class,Fair,Male,12,White
50,2016,Hard work,Working class,Excellent,Female,14,White
56,2016,Hard work,Middle class,Good,Female,12,White
40,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Lower class,Fair,Female,12,White
32,2016,Hard work,Working class,Good,Female,13,Other
23,2016,Luck or help,Middle class,Good,Male,13,White
40,2016,Hard work,Middle class,Good,Female,12,Black
,2016,Hard work,Working class,Fair,Male,14,White
75,2016,Hard work,Middle class,Poor,Male,18,White
26,2016,Hard work,Middle class,Good,Female,14,White
46,2016,Hard work,Middle class,Good,Male,12,White
,2016,Hard work,Middle class,Good,Female,20,White
,2016,Hard work,Middle class,Good,Male,14,White
,2016,Both equally,Upper class,Fair,Female,13,White
30,2016,Hard work,Working class,Fair,Female,12,White
,2016,Hard work,Middle class,Good,Female,12,White
60,2016,Hard work,Middle class,Excellent,Male,15,White
40,2016,Hard work,Middle class,Fair,Female,16,White
42,2016,Hard work,Working class,Good,Male,9,White
35,2016,Luck or help,Working class,Good,Female,11,White
53,2016,Hard work,Working class,Poor,Male,20,Other
,2016,Hard work,Lower class,Poor,Female,12,White
40,2016,Hard work,Middle class,Excellent,Male,12,White
40,2016,Hard work,Middle class,Good,Female,19,White
,2016,Hard work,Middle class,Excellent,Male,14,Other
55,2016,Hard work,Working class,Fair,Male,14,White
40,2016,Hard work,Middle class,Good,Female,13,White
40,2016,Hard work,Working class,Good,Female,15,Black
38,2016,Luck or help,Working class,Good,Female,12,Black
53,2016,Hard work,Middle class,Excellent,Male,17,White
60,2016,Hard work,Middle class,Good,Male,14,White
50,2016,Hard work,Middle class,Excellent,Male,16,White
55,2016,Hard work,Middle class,Good,Male,17,White
32,2016,Luck or help,Middle class,Fair,Female,17,White
56,2016,Both equally,Working class,Fair,Male,12,White
,2016,Both equally,Middle class,Good,Female,12,White
25,2016,Hard work,Working class,Good,Female,12,Black
60,2016,Hard work,Working class,Excellent,Female,16,White
,2016,Hard work,Middle class,Excellent,Female,16,White
50,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Lower class,Fair,Male,16,White
32,2016,Hard work,Working class,Excellent,Female,14,White
,2016,Hard work,Middle class,Excellent,Female,15,White
40,2016,Hard work,Working class,Good,Female,15,White
,2016,Hard work,Lower class,Excellent,Female,0,White
,2016,Hard work,Lower class,Poor,Male,12,White
60,2016,Hard work,Working class,Good,Male,16,White
,2016,Hard work,Lower class,Fair,Female,8,Hispanic
,2016,Hard work,Middle class,Good,Female,12,White
,2016,Both equally,Working class,Good,Female,12,White
60,2016,Hard work,Middle class,Good,Male,20,White
40,2016,Hard work,Middle class,Good,Male,18,White
,2016,Hard work,Lower class,Good,Female,14,White
35,2016,Hard work,Working class,Good,Male,18,White
35,2016,Luck or help,Middle class,Good,Female,19,White
,2016,Both equally,Middle class,Good,Female,14,White
,2016,Hard work,Lower class,Excellent,Male,13,Black
27,2016,Hard work,Middle class,Excellent,Female,13,White
,2016,Luck or help,Middle class,Good,Male,15,White
,2016,Hard work,Middle class,Poor,Male,18,White
20,2016,Hard work,Lower class,Good,Female,11,Hispanic
39,2016,Luck or help,Middle class,Good,Female,16,White
45,2016,Luck or help,Working class,Good,Male,14,White
34,2016,Luck or help,Working class,Fair,Female,14,White
48,2016,Hard work,Working class,Good,Male,12,White
17,2016,Hard work,Working class,Good,Female,12,White
40,2016,Hard work,Middle class,Good,Male,16,White
,2016,Hard work,Working class,Fair,Female,16,White
16,2016,Hard work,Middle class,Fair,Male,16,White
,2016,Hard work,Middle class,Good,Female,12,White
54,2016,Hard work,Working class,Excellent,Female,12,White
,2016,Hard work,Working class,Fair,Female,14,White
,2016,Hard work,Lower class,Good,Female,11,White
40,2016,Both equally,Middle class,Good,Female,18,White
,2016,Hard work,Middle class,Excellent,Male,20,White
15,2016,Hard work,Middle class,Fair,Female,19,White
40,2016,Both equally,Middle class,Fair,Female,16,White
40,2016,Hard work,Middle class,Good,Male,18,White
48,2016,Hard work,Working class,Fair,Female,13,White
45,2016,Hard work,Middle class,Good,Female,18,White
,2016,Hard work,Middle class,Good,Male,16,White
,2016,Luck or help,Working class,Fair,Male,11,Hispanic
,2016,Hard work,Lower class,Fair,Female,10,Black
,2016,Hard work,Lower class,Good,Female,10,White
68,2016,Hard work,Working class,Excellent,Male,12,White
,2016,Both equally,Working class,Good,Male,18,White
37,2016,Hard work,Working class,Good,Male,14,White
85,2016,Hard work,Lower class,Good,Male,13,White
40,2016,Hard work,Working class,Good,Female,14,Black
18,2016,Hard work,Middle class,Excellent,Female,18,White
25,2016,Hard work,Working class,Excellent,Female,14,White
,2016,Hard work,,Fair,Male,12,White
,2016,Hard work,Working class,Good,Female,16,White
40,2016,Both equally,Working class,Excellent,Male,14,White
40,2016,Hard work,Middle class,Good,Female,16,White
48,2016,Hard work,Middle class,Good,Female,20,White
,2016,Both equally,Working class,Good,Male,12,White
,2016,Both equally,Working class,Good,Female,12,White
50,2016,Hard work,Middle class,Good,Male,14,White
40,2016,Hard work,Middle class,Good,Male,13,White
,2016,Both equally,Middle class,Good,Female,12,White
40,2016,Hard work,Working class,Good,Female,12,White
,2016,Hard work,Lower class,Excellent,Female,14,White
32,2016,Both equally,Working class,Fair,Female,12,Black
,2016,Hard work,Working class,Fair,Female,14,Hispanic
,2016,Hard work,Working class,Poor,Female,10,Hispanic
,2016,Hard work,Working class,Poor,Male,7,Hispanic
40,2016,Hard work,Working class,Good,Male,14,White
62,2016,Both equally,Lower class,Good,Male,12,White
16,2016,Hard work,Working class,Good,Female,12,White
40,2016,Hard work,Middle class,Good,Male,14,White
40,2016,Both equally,Middle class,Excellent,Female,16,White
60,2016,Hard work,Working class,Excellent,Female,12,White
,2016,Hard work,Working class,Good,Male,12,White
20,2016,Hard work,Working class,Excellent,Female,16,White
,2016,Both equally,Middle class,Excellent,Female,16,White
,2016,Hard work,Working class,Good,Female,12,White
40,2016,Both equally,Working class,Good,Male,12,Black
,2016,Hard work,Working class,Good,Female,12,White
80,2016,Hard work,Middle class,Excellent,Female,12,Black
,2016,Hard work,Lower class,Poor,Male,13,White
,2016,Hard work,Working class,Good,Male,12,White
,2016,Hard work,Working class,Fair,Female,8,White
,2016,Hard work,Lower class,Fair,Male,8,White
,2016,Luck or help,Middle class,Good,Male,16,White
43,2016,Hard work,Working class,Good,Female,15,White
,2016,Hard work,Middle class,Excellent,Male,12,White
,2016,Luck or help,Middle class,Good,Male,12,White
,2016,Hard work,Middle class,Good,Female,13,White
,2016,Hard work,Middle class,Excellent,Female,12,White
20,2016,Hard work,Working class,Good,Female,9,White
,2016,Hard work,Working class,Good,Male,12,White
20,2016,Hard work,Working class,Good,Male,12,White
54,2016,Hard work,Middle class,Good,Female,16,White
33,2016,Hard work,Working class,Good,Female,12,White
