"","X","id","childs","age","agekdbrn","educ","class","memnum","racehisp","geography","religion","place","female","degree","agekdbrn_30plus"
"1512",1512,2278,0,32,NA,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1513",1513,2279,1,19,19,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1514",1514,2279,0,48,NA,18,"Middle class",0,"White","Smaller city","Protestant","West","Yes","Grad/Prof Degree",NA
"1515",1515,2283,0,28,NA,14,"Working class",2,"White","Smaller city","Protestant","Southeast","No","Some College",NA
"1516",1516,2284,4,81,NA,8,"Working class",1,"White","Smaller city","Catholic","Northeast","Yes","Less Than HS",NA
"1517",1517,2284,2,67,33,14,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",1
"1518",1518,2285,0,21,NA,12,"Lower class",0,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
"1519",1519,2285,2,66,21,12,"Middle class",4,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1520",1520,2286,0,40,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1521",1521,2290,1,40,29,14,"Working class",6,"Black","Suburb","Protestant","Southeast","Yes","Some College",0
"1522",1522,2291,1,28,27,15,"Working class",0,"White","Suburb","None","Southeast","Yes","Some College",0
"1523",1523,2292,1,34,31,14,"Working class",0,"White","Suburb","Protestant","Southeast","Yes","Some College",1
"1524",1524,2294,2,53,NA,10,"Middle class",1,"White","Smaller city","Catholic","Northeast","No","Less Than HS",NA
"1525",1525,2295,0,37,NA,20,"Middle class",4,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1526",1526,2296,2,46,25,13,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1527",1527,2298,1,55,23,10,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
"1528",1528,2299,4,57,NA,14,"Middle class",3,"White","Smaller city","Protestant","Northeast","Yes","Some College",NA
"1529",1529,2300,2,34,23,12,"Working class",1,"White","Rural","Protestant","Southeast","No","HS Diploma",0
"1530",1530,2302,2,33,28,18,"Middle class",4,"White","Rural","Protestant","Southeast","No","Grad/Prof Degree",0
"1531",1531,2303,2,35,30,17,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","Grad/Prof Degree",1
"1532",1532,2306,2,60,31,19,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",1
"1533",1533,2310,2,53,26,16,"Working class",5,"White","Smaller city","Protestant","Southeast","No","College Degree",0
"1534",1534,2310,3,39,NA,12,"Working class",3,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
"1535",1535,2312,1,50,34,12,"Working class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",1
"1536",1536,2313,2,45,16,9,"Lower class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1537",1537,2316,0,51,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1538",1538,2316,2,44,NA,13,"Working class",2,"White","Smaller city","Catholic","Northeast","No","Some College",NA
"1539",1539,2320,0,25,NA,13,"Middle class",2,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",NA
"1540",1540,2323,1,73,23,8,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1541",1541,2324,4,40,NA,12,"Working class",4,"White","Smaller city","Protestant","Northeast","No","HS Diploma",NA
"1542",1542,2326,2,28,22,16,"Working class",0,"White","Suburb","Protestant","Southeast","No","College Degree",0
"1543",1543,2327,2,41,31,12,"Working class",0,"White","Suburb","Protestant","Southeast","No","HS Diploma",1
"1544",1544,2329,0,27,NA,12,"Working class",0,"White","Smaller city","Protestant","Northeast","Yes","HS Diploma",NA
"1545",1545,2331,2,61,26,14,"Working class",0,"White","Suburb","Protestant","Southeast","No","Some College",0
"1546",1546,2332,4,57,22,12,"Lower class",0,"White","Suburb","Other","Southeast","Yes","HS Diploma",0
"1547",1547,2334,3,47,27,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1548",1548,2335,4,44,28,14,"Working class",0,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1549",1549,2338,2,65,NA,8,"Middle class",1,"White","Smaller city","Protestant","Northeast","No","Less Than HS",NA
"1550",1550,2338,2,21,19,14,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1551",1551,2339,2,51,26,16,"Upper class",1,"White","Smaller city","Protestant","Southeast","No","College Degree",0
"1552",1552,2341,3,42,21,16,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1553",1553,2342,1,41,25,12,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1554",1554,2343,1,48,25,12,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1555",1555,2343,3,69,NA,10,"Middle class",3,"White","Smaller city","Protestant","Northeast","No","Less Than HS",NA
"1556",1556,2344,2,69,25,20,"Middle class",7,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1557",1557,2346,3,60,21,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1558",1558,2347,0,76,NA,16,"Middle class",4,"White","Smaller city","Protestant","Northeast","No","College Degree",NA
"1559",1559,2348,2,56,27,17,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1560",1560,2349,0,46,NA,12,"Working class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1561",1561,2352,2,33,21,11,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1562",1562,2353,5,63,NA,12,"Middle class",3,"White","Smaller city","Catholic","Northeast","Yes","HS Diploma",NA
"1563",1563,2355,2,56,NA,12,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1564",1564,2355,3,65,20,8,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1565",1565,2359,4,54,18,8,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1566",1566,2361,3,38,23,7,"Working class",0,"Hispanic","Rural","Catholic","Southeast","No","Less Than HS",0
"1567",1567,2363,0,31,NA,18,"Middle class",7,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
"1568",1568,2364,1,45,30,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",1
"1569",1569,2365,3,71,19,12,"Working class",1,"White","Rural","Catholic","Southeast","Yes","HS Diploma",0
"1570",1570,2368,2,36,NA,12,"Middle class",1,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"1571",1571,2369,0,27,NA,14,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"1572",1572,2369,1,42,38,16,"Middle class",5,"White","Rural","Protestant","Southeast","Yes","College Degree",1
"1573",1573,2371,2,30,23,16,"Middle class",4,"Hispanic","Rural","Catholic","Southeast","Yes","College Degree",0
"1574",1574,2373,4,63,NA,12,"Middle class",0,"White","Smaller city","Protestant","Midwest","Yes","HS Diploma",NA
"1575",1575,2374,5,59,18,12,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1576",1576,2375,2,43,28,16,"Working class",0,"White","Rural","Protestant","Southeast","No","College Degree",0
"1577",1577,2376,2,40,30,15,"Middle class",3,"White","Rural","Protestant","Southeast","No","Some College",1
"1578",1578,2377,0,37,NA,13,"Working class",0,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"1579",1579,2378,3,48,17,14,"Middle class",1,"Black","Rural","Protestant","Southeast","Yes","Some College",0
"1580",1580,2379,2,51,29,12,"Middle class",0,"White","Rural","Catholic","Southeast","Yes","HS Diploma",0
"1581",1581,2382,2,25,19,13,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1582",1582,2384,4,57,NA,11,"Working class",2,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
"1583",1583,2384,4,28,18,11,"Lower class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
"1584",1584,2385,6,60,24,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",0
"1585",1585,2385,0,59,NA,12,"Working class",1,"White","Smaller city","Jewish","Midwest","No","HS Diploma",NA
"1586",1586,2386,3,74,20,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",0
"1587",1587,2392,3,86,26,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1588",1588,2393,0,25,NA,12,"Working class",0,"White","Rural","Protestant","Southeast","No","HS Diploma",NA
"1589",1589,2396,4,71,NA,12,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"1590",1590,2397,3,56,21,13,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1591",1591,2398,2,43,22,16,"Working class",0,"White","Rural","Protestant","Southeast","Yes","College Degree",0
"1592",1592,2400,0,29,NA,18,"Middle class",2,"White","Smaller city","None","Midwest","Yes","Grad/Prof Degree",NA
"1593",1593,2400,3,31,20,13,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","Some College",0
"1594",1594,2402,0,60,NA,12,"Working class",1,"Black","Rural","None","Southeast","No","HS Diploma",NA
"1595",1595,2403,0,24,NA,13,"Working class",0,"Black","Rural","Protestant","Southeast","No","Some College",NA
"1596",1596,2404,2,42,NA,16,"Working class",1,"White","Smaller city","None","Midwest","Yes","College Degree",NA
"1597",1597,2407,3,40,23,16,"Middle class",0,"White","Rural","Protestant","Southeast","No","College Degree",0
"1598",1598,2409,2,69,26,16,"Middle class",7,"White","Rural","Protestant","Southeast","No","College Degree",0
"1599",1599,2410,4,83,29,9,"Working class",2,"White","Rural","Protestant","Southeast","No","Less Than HS",0
"1600",1600,2412,2,33,28,13,"Middle class",0,"White","Rural","Protestant","Southeast","No","Some College",0
"1601",1601,2413,1,41,18,8,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
"1602",1602,2414,2,34,NA,12,"Working class",0,"White","Smaller city","None","Midwest","Yes","HS Diploma",NA
"1603",1603,2415,4,42,22,13,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1604",1604,2417,3,32,19,12,"Working class",2,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1605",1605,2418,1,22,19,14,"Middle class",2,"Black","Rural","Protestant","Southeast","Yes","Some College",0
"1606",1606,2420,0,25,NA,16,"Working class",2,"White","Smaller city","Catholic","Midwest","No","College Degree",NA
"1607",1607,2423,2,67,21,14,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1608",1608,2424,1,54,27,12,"Working class",0,"White","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1609",1609,2427,2,60,25,15,"Working class",1,"White","Rural","Protestant","Southeast","No","Some College",0
"1610",1610,2429,1,42,NA,13,"Middle class",5,"White","Rural","Protestant","Midwest","Yes","Some College",NA
"1611",1611,2431,1,49,12,12,"Lower class",1,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1612",1612,2432,1,21,18,15,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1613",1613,2433,0,56,NA,6,"Lower class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1614",1614,2434,0,24,NA,12,"Working class",0,"White","Rural","Catholic","Midwest","No","HS Diploma",NA
"1615",1615,2435,3,46,21,15,"Middle class",1,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
"1616",1616,2436,2,34,NA,15,"Working class",1,"White","Rural","None","Midwest","No","Some College",NA
"1617",1617,2437,2,42,29,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Some College",0
"1618",1618,2439,1,35,23,14,"Lower class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
"1619",1619,2441,5,56,20,6,"Working class",1,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1620",1620,2442,3,28,20,12,"Working class",13,"Black","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1621",1621,2443,2,28,20,20,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1622",1622,2444,0,35,NA,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1623",1623,2445,2,24,NA,13,"Working class",1,"White","Rural","Protestant","Midwest","Yes","Some College",NA
"1624",1624,2445,1,40,22,12,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1625",1625,2449,2,46,20,10,"Working class",0,"Black","Smaller city","None","Southeast","No","Less Than HS",0
"1626",1626,2449,3,30,NA,14,"Working class",1,"White","Rural","Catholic","Midwest","Yes","Some College",NA
"1627",1627,2451,2,47,19,9,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1628",1628,2452,3,48,17,13,"Working class",0,"Black","Smaller city","Protestant","Southeast","Yes","Some College",0
"1629",1629,2454,3,65,25,18,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Grad/Prof Degree",0
"1630",1630,2455,3,56,27,16,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1631",1631,2455,2,73,NA,9,"Working class",3,"White","Smaller city","Protestant","Midwest","No","Less Than HS",NA
"1632",1632,2457,1,35,25,14,"Working class",0,"Black","Smaller city","Protestant","Southeast","No","Some College",0
"1633",1633,2458,4,33,15,11,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1634",1634,2460,2,23,16,10,"Lower class",0,"Black","Smaller city","None","Southeast","Yes","Less Than HS",0
"1635",1635,2461,3,49,16,19,"Middle class",0,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1636",1636,2462,4,54,26,17,"Middle class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
"1637",1637,2463,1,50,30,20,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Grad/Prof Degree",1
"1638",1638,2466,0,33,NA,14,"Middle class",0,"White","Smaller city","Catholic","Southeast","Yes","Some College",NA
"1639",1639,2466,2,44,NA,10,"Middle class",2,"White","Smaller city","Protestant","Midwest","No","Less Than HS",NA
"1640",1640,2467,3,64,28,14,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1641",1641,2470,2,26,21,14,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1642",1642,2472,2,62,NA,12,"Middle class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
"1643",1643,2475,2,48,NA,12,"Working class",2,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
"1644",1644,2477,2,64,16,10,"Working class",1,"Black","Rural","Protestant","Southeast","Yes","Less Than HS",0
"1645",1645,2478,3,63,NA,12,"Middle class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
"1646",1646,2478,1,50,46,12,"Middle class",1,"Black","Rural","Protestant","Southeast","No","HS Diploma",1
"1647",1647,2479,3,37,18,11,"Working class",1,"Black","Rural","None","Southeast","No","Less Than HS",0
"1648",1648,2481,0,52,NA,12,"Working class",3,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
"1649",1649,2483,3,24,20,12,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1650",1650,2486,0,39,NA,12,"Lower class",1,"White","Rural","Catholic","Southeast","Yes","HS Diploma",NA
"1651",1651,2487,3,60,21,13,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1652",1652,2487,4,68,NA,12,"Middle class",4,"White","Rural","Catholic","Midwest","No","HS Diploma",NA
"1653",1653,2490,3,32,NA,9,"Working class",0,"White","Rural","Protestant","Midwest","Yes","Less Than HS",NA
"1654",1654,2490,2,47,21,15,"Middle class",0,"White","Rural","Protestant","Southeast","Yes","Some College",0
"1655",1655,2491,1,71,18,9,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Less Than HS",0
"1656",1656,2493,2,88,21,9,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",0
"1657",1657,2494,1,25,NA,12,"Working class",0,"White","Smaller city","Catholic","Midwest","No","HS Diploma",NA
"1658",1658,2497,1,37,28,14,"Working class",1,"White","Rural","None","Southeast","No","Some College",0
"1659",1659,2498,5,61,21,12,"Lower class",0,"Black","Rural","Other","Southeast","Yes","HS Diploma",0
"1660",1660,2499,2,69,21,12,"Working class",3,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",0
"1661",1661,2500,1,30,NA,18,"Middle class",1,"White","Smaller city","Protestant","Midwest","Yes","Grad/Prof Degree",NA
"1662",1662,2500,1,65,33,12,"Middle class",5,"Black","Rural","Protestant","Southeast","No","HS Diploma",1
"1663",1663,2503,0,21,NA,11,"Working class",2,"White","Smaller city","None","Southeast","No","Less Than HS",NA
"1664",1664,2504,1,22,NA,12,"Lower class",0,"White","Smaller city","Catholic","Midwest","Yes","HS Diploma",NA
"1665",1665,2505,3,47,21,12,"Working class",1,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",0
"1666",1666,2506,0,58,NA,6,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1667",1667,2509,8,48,16,19,"Lower class",0,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",0
"1668",1668,2510,2,84,27,13,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1669",1669,2511,3,55,19,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1670",1670,2512,2,46,19,16,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",0
"1671",1671,2513,3,46,NA,19,"Middle class",2,"White","Smaller city","Catholic","Midwest","No","Grad/Prof Degree",NA
"1672",1672,2514,2,43,NA,10,"Working class",3,"White","Smaller city","Protestant","Midwest","Yes","Less Than HS",NA
"1673",1673,2515,2,43,21,9,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1674",1674,2517,0,25,NA,12,"Middle class",0,"White","Smaller city","Protestant","Southeast","No","HS Diploma",NA
"1675",1675,2520,4,39,19,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1676",1676,2522,3,38,NA,12,"Working class",0,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"1677",1677,2522,1,25,21,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1678",1678,2524,4,31,21,14,"Working class",3,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1679",1679,2527,2,39,NA,12,"Middle class",4,"White","Smaller city","Protestant","Midwest","No","HS Diploma",NA
"1680",1680,2528,2,44,29,15,"Middle class",4,"White","Smaller city","Protestant","Southeast","No","Some College",0
"1681",1681,2529,0,41,NA,12,"Working class",2,"White","Smaller city","Catholic","Southeast","No","HS Diploma",NA
"1682",1682,2530,1,39,NA,18,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Grad/Prof Degree",NA
"1683",1683,2531,1,33,24,12,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1684",1684,2535,3,39,22,16,"Working class",0,"White","Smaller city","Protestant","Southeast","No","College Degree",0
"1685",1685,2536,0,75,NA,6,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1686",1686,2537,2,27,17,12,"Working class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1687",1687,2538,2,61,27,12,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1688",1688,2539,0,37,NA,10,"Lower class",0,"White","Smaller city","None","Southeast","No","Less Than HS",NA
"1689",1689,2541,0,63,NA,14,"Middle class",3,"White","Smaller city","Protestant","Midwest","No","Some College",NA
"1690",1690,2543,3,53,21,11,"Lower class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1691",1691,2544,0,19,NA,11,"Middle class",6,"White","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1692",1692,2547,2,50,NA,12,"Working class",0,"White","Rural","Catholic","Midwest","Yes","HS Diploma",NA
"1693",1693,2547,2,51,22,12,"Middle class",2,"White","Smaller city","None","Southeast","No","HS Diploma",0
"1694",1694,2548,2,46,19,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1695",1695,2549,1,56,28,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1696",1696,2551,3,40,20,12,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1697",1697,2553,1,35,19,12,"Working class",2,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1698",1698,2553,2,36,NA,12,"Working class",1,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
"1699",1699,2555,2,47,23,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1700",1700,2555,0,67,NA,12,"Lower class",0,"White","Rural","Protestant","Midwest","Yes","HS Diploma",NA
"1701",1701,2556,4,63,18,14,"Middle class",2,"White","Smaller city",NA,"Southeast","Yes","Some College",0
"1702",1702,2557,0,25,NA,14,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1703",1703,2558,2,75,18,12,"Middle class",5,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1704",1704,2559,0,57,NA,9,"Lower class",2,"White","Rural","Protestant","Midwest","No","Less Than HS",NA
"1705",1705,2559,3,49,24,16,"Middle class",3,"White","Smaller city","Catholic","Southeast","Yes","College Degree",0
"1706",1706,2563,1,48,NA,12,"Working class",0,"Black","Rural","Protestant","Southeast","Yes","HS Diploma",NA
"1707",1707,2563,2,73,31,10,"Middle class",0,"Black","Smaller city","Protestant","Southeast","No","Less Than HS",1
"1708",1708,2564,2,57,20,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1709",1709,2565,2,72,21,11,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",0
"1710",1710,2566,3,58,15,8,"Middle class",0,"White","Smaller city","Other","Southeast","Yes","Less Than HS",0
"1711",1711,2568,0,26,NA,12,"Working class",0,"Hispanic","Smaller city","Protestant","Southeast","Yes","HS Diploma",NA
"1712",1712,2572,0,76,NA,18,"Working class",7,"Black","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",NA
"1713",1713,2574,2,62,20,18,"Middle class",2,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1714",1714,2574,2,48,NA,14,"Working class",0,"White","Rural","Protestant","Southeast","Yes","Some College",NA
"1715",1715,2576,2,53,27,18,"Middle class",3,"White","Smaller city","Protestant","Southeast","Yes","Grad/Prof Degree",0
"1716",1716,2578,0,28,NA,16,"Working class",1,"Hispanic","Smaller city","Catholic","Southeast","Yes","College Degree",NA
"1717",1717,2579,6,69,19,8,"Lower class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1718",1718,2581,1,74,39,8,"Working class",1,"White","Smaller city","Other","Southeast","No","Less Than HS",1
"1719",1719,2582,2,54,23,11,"Working class",0,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1720",1720,2583,0,67,NA,7,"Lower class",0,"White","Smaller city","Catholic","Southeast","No","Less Than HS",NA
"1721",1721,2585,2,52,19,12,"Middle class",1,"White","Smaller city","Protestant","Southeast","No","HS Diploma",0
"1722",1722,2585,3,63,NA,12,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","HS Diploma",NA
"1723",1723,2588,1,52,30,15,"Middle class",3,"White","Smaller city","Protestant","Southeast","No","Some College",1
"1724",1724,2589,5,72,25,14,"Middle class",4,"White","Smaller city","Catholic","Southeast","No","Some College",0
"1725",1725,2590,2,72,NA,10,"Middle class",1,"White","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1726",1726,2593,0,19,NA,11,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Less Than HS",NA
"1727",1727,2593,3,24,NA,9,"Working class",1,"White","Rural","Protestant","Southeast","Yes","Less Than HS",NA
"1728",1728,2594,2,79,33,16,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","College Degree",1
"1729",1729,2596,1,29,NA,14,"Middle class",1,"White","Rural","Catholic","Southeast","Yes","Some College",NA
"1730",1730,2598,0,37,NA,14,"Working class",2,"White","Smaller city","Catholic","Southeast","No","Some College",NA
"1731",1731,2600,3,34,19,13,"Working class",0,"White","Smaller city","None","Southeast","Yes","Some College",0
"1732",1732,2605,2,39,18,14,"Working class",0,"White","Smaller city","None","Southeast","No","Some College",0
"1733",1733,2606,0,51,NA,10,"Middle class",2,"Other","Smaller city","Protestant","Southeast","No","Less Than HS",NA
"1734",1734,2607,0,21,NA,9,"Lower class",3,"White","Smaller city","Other","Southeast","Yes","Less Than HS",NA
"1735",1735,2608,2,35,20,15,"Middle class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1736",1736,2609,0,28,NA,13,"Working class",1,"Hispanic","Smaller city","Protestant","Southeast","No","Some College",NA
"1737",1737,2610,3,49,21,14,"Middle class",1,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1738",1738,2611,2,49,27,14,"Middle class",6,"White","Smaller city","None","Southeast","No","Some College",0
"1739",1739,2613,2,42,23,14,"Working class",2,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1740",1740,2614,0,20,NA,9,"Working class",0,"White","Rural","Protestant","Southeast","No","Less Than HS",NA
"1741",1741,2615,0,24,NA,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",NA
"1742",1742,2616,2,40,27,13,"Working class",0,"White","Smaller city","Protestant","Southeast","Yes","Some College",0
"1743",1743,2621,3,49,21,10,"Working class",1,"White","Smaller city","Protestant","Southeast","No","Less Than HS",0
"1744",1744,2623,4,30,NA,13,"Working class",2,"White","Rural","Protestant","Southeast","Yes","Some College",NA
"1745",1745,2623,4,54,21,13,"Working class",1,"White","Smaller city","None","Southeast","No","Some College",0
"1746",1746,2624,3,40,18,12,"Lower class",1,"White","Smaller city","None","Southeast","Yes","HS Diploma",0
"1747",1747,2626,0,41,NA,12,"Lower class",2,"White","Rural","None","Southeast","No","HS Diploma",NA
"1748",1748,2627,1,67,26,12,"Working class",1,"White","Smaller city","Protestant","Southeast","Yes","HS Diploma",0
"1749",1749,2634,1,48,30,14,"Working class",0,"Black","Smaller city","Protestant","West","No","Some College",1
"1750",1750,2635,1,34,20,12,"Working class",0,"Hispanic","Smaller city","Catholic","West","Yes","HS Diploma",0
"1751",1751,2636,0,65,NA,12,"Working class",3,"White","Smaller city","Catholic","West","Yes","HS Diploma",NA
"1752",1752,2637,6,56,21,16,"Lower class",1,"Black","Smaller city","Protestant","West","No","College Degree",0
"1753",1753,2639,5,63,NA,16,"Upper class",2,"White","Smaller city","Catholic","Southeast","Yes","College Degree",NA
"1754",1754,2640,4,36,15,13,"Working class",0,"White","Smaller city","Protestant","West","Yes","Some College",0
"1755",1755,2642,2,61,21,20,"Middle class",3,"White","Smaller city","Protestant","West","No","Grad/Prof Degree",0
"1756",1756,2643,2,42,NA,19,"Upper class",4,"White","Smaller city","Catholic","Southeast","No","Grad/Prof Degree",NA
"1757",1757,2644,1,32,30,17,"Middle class",0,"White","Smaller city","Eastern","West","No","Grad/Prof Degree",1
"1758",1758,2645,1,25,21,14,"Working class",2,"White","Smaller city","Protestant","West","Yes","Some College",0
"1759",1759,2646,3,60,27,15,"Working class",0,"White","Smaller city","None","West","Yes","Some College",0
"1760",1760,2648,5,50,NA,12,"Middle class",2,"White","Smaller city","Catholic","Southeast","Yes","HS Diploma",NA
